drug_id,atc_code
DDInter905,L01EM01
DDInter906,L01AA06
DDInter907,N05AX14
DDInter908,B01AC11
DDInter909,L01EA01
DDInter91,C01CE01
DDInter910,A16AB02
DDInter911,J01DH51
DDInter911,J01DH56
DDInter912,N06AA02
DDInter913,D06BB10
DDInter914,D06BB10
DDInter915,R03AC18
DDInter915,R03AL04
DDInter915,R03AL12
DDInter915,R03AK14
DDInter916,C03BA11
DDInter916,C09BX01
DDInter916,G01AE10
DDInter916,C10BX13
DDInter917,J05AE02
DDInter919,V09AX01
DDInter92,V03AB22
DDInter920,V09IB01
DDInter921,S01CC02
DDInter921,M01AB51
DDInter921,S01BC01
DDInter921,M02AA23
DDInter921,M01AB01
DDInter921,C01EB03
DDInter922,L04AA47
DDInter923,L04AB02
DDInter926,N07XX15
DDInter927,L01FB01
DDInter93,L01XX35
DDInter930,A10AD06
DDInter930,A10AE56
DDInter930,A10AE06
DDInter931,A10AE05
DDInter932,A10AE54
DDInter932,A10AE04
DDInter933,A10AB06
DDInter934,A10AC01
DDInter934,A10AE01
DDInter934,A10AB01
DDInter934,A10AD01
DDInter934,A10AF01
DDInter935,A10AC01
DDInter935,A10AE01
DDInter935,A10AB01
DDInter935,A10AD01
DDInter935,A10AF01
DDInter936,A10AC01
DDInter936,A10AE01
DDInter936,A10AB01
DDInter936,A10AD01
DDInter936,A10AF01
DDInter937,A10AC01
DDInter937,A10AE01
DDInter937,A10AB01
DDInter937,A10AD01
DDInter937,A10AF01
DDInter938,A10AC01
DDInter938,A10AE01
DDInter938,A10AB01
DDInter938,A10AD01
DDInter938,A10AF01
DDInter939,A10AC01
DDInter939,A10AE01
DDInter939,A10AB01
DDInter939,A10AD01
DDInter939,A10AF01
DDInter94,L04AC03
DDInter940,A10AC04
DDInter940,A10AB04
DDInter940,A10AD04
DDInter943,L03AB05
DDInter944,L03AB06
DDInter946,L03AB09
DDInter947,L03AB07
DDInter948,L03AB08
DDInter95,L02BG03
DDInter950,V04CH01
DDInter953,V09FX02
DDInter954,V09FX03
DDInter954,V10XA01
DDInter955,D08AG03
DDInter956,D08AG03
DDInter957,V08AC04
DDInter958,V08AB09
DDInter959,V09AB03
DDInter960,V08AB02
DDInter961,V08AB04
DDInter962,V08AC06
DDInter963,V08AC08
DDInter963,V08AC10
DDInter964,V08AB05
DDInter965,V08AA04
DDInter966,V08AB07
DDInter967,V08AB12
DDInter968,R05CA04
DDInter968,V03AB01
DDInter969,L01FX04
DDInter97,J02AX06
DDInter970,R03BB01
DDInter970,R01AX03
DDInter970,R03AL01
DDInter970,R03AL02
DDInter971,R03BB01
DDInter971,R01AX03
DDInter971,R03AL01
DDInter971,R03AL02
DDInter972,C09CA04
DDInter972,C09DB05
DDInter972,C09DA04
DDInter972,C09DX07
DDInter973,L01CE02
DDInter974,L01CE02
DDInter975,B03AE02
DDInter975,A11AA01
DDInter975,B03AE01
DDInter975,B03AE04
DDInter975,B03AE03
DDInter977,B03AB09
DDInter978,B03AB02
DDInter978,V03AE05
DDInter979,L01FC02
DDInter981,N06AF01
DDInter983,N01AB06
DDInter985,A03AX10
DDInter986,J04AM04
DDInter986,J04AM01
DDInter986,J04AM03
DDInter986,J04AM02
DDInter986,J04AC01
DDInter986,J04AM06
DDInter986,J04AM05
DDInter986,J04AM07
DDInter986,J04AM08
DDInter986,J04AC51
DDInter987,C01CA02
DDInter987,R03AK02
DDInter987,R03AB02
DDInter987,R03CB01
DDInter987,R03CB51
DDInter989,C01DA08
DDInter989,C01DA58
DDInter989,C05AE02
DDInter99,B01AD03
DDInter990,C01DA14
DDInter991,D10AD04
DDInter991,D10AD54
DDInter991,D10BA01
DDInter992,C04AA01
DDInter993,C08CA03
DDInter994,N04CX01
DDInter995,J02AC02
DDInter996,C01EB17
DDInter996,C07FX05
DDInter996,C07FX06
DDInter997,R07AX32
DDInter997,R07AX31
DDInter997,R07AX02
DDInter997,R07AX30
DDInter998,P02CF01
DDInter998,D11AX22
DDInter999,P02CF01
DDInter999,D11AX22
DDInter619,V03AB03
DDInter928,A10AB05
DDInter3,P03AX07
DDInter835,D11AA01
DDInter1692,A06AG01
DDInter1692,V03AG05
DDInter1692,A06AD17
DDInter1692,B05XA09
DDInter1466,N07AX01
DDInter1466,S01EB01
DDInter1466,S01EB51
DDInter1519,N01BB54
DDInter1519,N01BB04
DDInter851,D07AD02
DDInter264,L01XX86
DDInter510,D07AC03
DDInter510,D07XC02
DDInter1457,S01FB01
DDInter1457,R01AB01
DDInter1457,C01CA06
DDInter1457,R01AA04
DDInter1457,C05AX06
DDInter1457,S01FB51
DDInter1457,S01GA05
DDInter1457,R01BA53
DDInter1457,S01GA55
DDInter1457,R01BA03
DDInter184,C05AD03
DDInter184,R01AD01
DDInter184,D04AB04
DDInter184,N01BA05
DDInter761,D07CC03
DDInter761,D07AC07
DDInter1671,D08AL01
DDInter47,L01XF02
DDInter47,D11AH04
DDInter929,A10AD06
DDInter929,A10AD05
DDInter929,A10AB05
DDInter1944,B02BD06
DDInter1944,B02BD10
DDInter232,L01XL06
DDInter951,V09IX01
DDInter1270,L01FX21
DDInter1265,S01GA01
DDInter1265,S01GA51
DDInter1634,D01AE12
DDInter1634,S01BC08
DDInter1080,L01XL08
DDInter1569,A01BA07
DDInter230,N06AX29
DDInter982,R03CC06
DDInter982,R03AC07
DDInter1369,S01GA04
DDInter1488,A06AD15
DDInter1488,A06AD65
DDInter1583,D10AX02
DDInter1583,S01AX06
DDInter942,L03AB04
DDInter941,A10AC04
DDInter941,A10AB04
DDInter941,A10AD04
DDInter1370,S01GA04
DDInter1370,D11AX27
DDInter1368,RO1AB07
DDInter1368,R01AA05
DDInter1584,D06AX13
DDInter1469,D11AH02
DDInter523,B05AA05
DDInter1788,S01GA02
DDInter1788,S01GA52
DDInter1787,R01AB03
DDInter1787,R01AA06
DDInter545,G03CB01
DDInter545,G03CC02
DDInter1455,S01FB01
DDInter1455,R01AB01
DDInter294,S01EB02
DDInter186,D10AE01
DDInter186,D10AE51
DDINter1633,N02BA04
DDInter1514,S01CA02
DDInter1514,S01CB02
DDInter1514,S01BB02
DDInter1514,S03BA02
DDInter1514,S03CA02
DDInter578,L01CD02
DDInter37,D07AB10
DDInter37,S01BA10
